RuleTemplateId,Category,TempCustomSiv
c07526f5-abd6-46c7-9a15-e53566a1585c,GKGABBasic
9a049638-584f-4f13-bde3-f09c1a96d093,GKGABBasic
24cb887a-860b-480f-9784-789537cad0c4,EntraID
75ea5c39-93e5-489b-b1e1-68fa6c9d2d04,EntraID
bfb1c90f-8006-4325-98be-c7fffbc254d6,EntraID
35bbc796-711d-46ae-92c6-3de2f1c05650,EntraID
707494a5-8e44-486b-90f8-155d1797a8eb,EntraID
a22740ec-fc1e-4c91-8de6-c29c6450ad00,EntraID
694c91ee-d606-4ba9-928e-405a2dd0ff0f,EntraID
218f60de-c269-457a-b882-9966632b9dc6,EntraID
1f3b4dfd-21ff-4ed3-8e27-afc219e05c50,EntraID
0cbd98b9-300a-4f91-b888-fb2302f77607,EntraID
f80d951a-eddc-4171-b9d0-d616bb83efdc,EntraID
ac0f93cf-249b-4515-b80e-c0a2ae96cb07,EntraID
83ba3057-9ea3-4759-bf6a-933f2e5bc7ee,EntraID
d82a024f-bdae-4819-a590-2a8d8318b40b,EntraID
f948a32f-226c-4116-bddd-d95e91d97eb9,EntraID
50574fac-f8d1-4395-81c7-78a463ff0c52,EntraID
b2c15736-b9eb-4dae-8b02-3016b6a45a32,EntraID
87d5cd18-211d-4fd4-9b86-65d23fed87ea,EntraID
97ad74c4-fdd9-4a3f-b6bf-5e28f4f71e06,EntraID
6852d9da-8015-4b95-8ecf-d9572ee0395d,EntraID
33e1095f-87af-4e83-8309-6782889e75bc,EntraID
3a9d5ede-2b9d-43a2-acc4-d272321ff77c,EntraID
433c3b0a-7278-4d74-b137-963ac6f9a7e7,EntraID
39198934-62a0-4781-8416-a81265c03fd6,EntraID
1ff56009-db01-4615-8211-d4fda21da02d,EntraID
a8c40d05-59dc-4fb3-b680-2563157bd7aa,EntraID
15386bba-dc70-463f-a09f-d392e7731c63,EntraID
acc4c247-aaf7-494b-b5da-17f18863878a,EntraID
34c5aff9-a8c2-4601-9654-c7e46342d03b,EntraID
667db47c-e169-46e0-9160-9c88a0074363,EntraID
